Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed
1280,"1280.51846","Staphylococcus aureus 12-03561-1","ciprofloxacin","Resistant",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
573,"573.13333","Klebsiella pneumoniae KPN1383ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
485,"485.18763","Neisseria gonorrhoeae NGPT14152","ciprofloxacin","Resistant",,,,,,,,,"EUCAST",2019,,,,"Laboratory Method",,"33245688"
1402500,"1402500.3","Pseudomonas aeruginosa X13273","ciprofloxacin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,
562,"562.97485","Escherichia coli VRES1472","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"34485958"
90370,"90370.2530","Salmonella enterica subsp. enterica serovar Typhi strain 343078_223175","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2018,,,,"Laboratory Method",,"31253105"
562,"562.42663","Escherichia coli strain 170","ciprofloxacin","Resistant","4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,
573,"573.14509","Klebsiella pneumoniae KPN941ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.14466","Klebsiella pneumoniae KPN886ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
470,"470.1553","Acinetobacter baumannii strain MRSN16881","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,"25824815"
470,"470.8113","Acinetobacter baumannii strain not applicable","ciprofloxacin","Resistant","4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,
470,"470.7420","Acinetobacter baumannii strain MRSN11660","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
584,"584.3313","Proteus mirabilis 014-E1-S06","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,"Hardy Diagnostics","CLSI",2015,,,,"Laboratory Method",,"31455657"
470,"470.7579","Acinetobacter baumannii strain MRSN2840","ciprofloxacin","Resistant","4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,
573,"573.13790","Klebsiella pneumoniae KPN1940ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
485,"485.18826","Neisseria gonorrhoeae NGPT15067","ciprofloxacin","Resistant",,,,,,,,,"EUCAST",2019,,,,"Laboratory Method",,"33245688"
1280,"1280.29921","Staphylococcus aureus strain HICF0313","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
195,"195.414","Campylobacter coli strain CVM N1636","ciprofloxacin","Resistant",,,,,"Broth dilution",,"Sensititre","Thermo Fisher Scientific","EUCAST",2016,,,,"Laboratory Method",,"26519386"
573,"573.31060","Klebsiella pneumoniae strain PH139","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"CLSI",2015,,,,"Laboratory Method",,"27965630"
584,"584.3312","Proteus mirabilis 014-E1-U04","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,"Hardy Diagnostics","CLSI",2015,,,,"Laboratory Method",,"31455657"
624,"624.3870","Shigella sonnei AUSMDU00012502","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
573,"573.13903","Klebsiella pneumoniae KPN2080ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
624,"624.3904","Shigella sonnei 46420","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,"31645551"
562,"562.56847","Escherichia coli strain 507-16","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,"Oxoid","EUCAST",,,,,"Laboratory Method",,"30092762"
485,"485.13916","Neisseria gonorrhoeae AUSMDU00014924","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
485,"485.18425","Neisseria gonorrhoeae NGPT13065","ciprofloxacin","Resistant",,,,,,,,,"EUCAST",2019,,,,"Laboratory Method",,"33245688"
90370,"90370.5500","Salmonella enterica subsp. enterica serovar Typhi 4741","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"CLSI",2016,,,,"Laboratory Method",,"28931025"
28901,"28901.848","Salmonella enterica strain CVM 43838","ciprofloxacin","Resistant","=1","=","1","mg/L","Broth dilution",,"CMV2AGNF/CMV3AGNF","Thermo Fisher Scientific","CLSI",2015,,,,"Laboratory Method",,"27381390"
485,"485.773","Neisseria gonorrhoeae strain 32929","ciprofloxacin","Resistant","16",,"16","mg/L","Broth dilution",,,,"CLSI",2014,,,,"Laboratory Method",,"25378573"
1440034,"1440034.3","Campylobacter jejuni CVM 41912","ciprofloxacin","Resistant",,,,,"Broth dilution",,"Sensititre","Thermo Fisher Scientific","EUCAST",,,,,"Laboratory Method","26519386","26519386"
562,"562.96977","Escherichia coli VREC1104","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"34485958"
562,"562.42657","Escherichia coli strain 161","ciprofloxacin","Resistant","6","=","6","mm","Disk diffusion",,,"BD","CLSI",,,,,"Laboratory Method",,
485,"485.7739","Neisseria gonorrhoeae strain AUSMDU00004501","ciprofloxacin","Resistant","0.004",,"0.004","mg/L","Agar dilution",,,,"clsi",2016,,,,"Laboratory Method",,"29182725"
485,"485.745","Neisseria gonorrhoeae strain 31349","ciprofloxacin","Resistant","16",,"16","mg/L","Broth dilution",,,,"CLSI",2014,,,,"Laboratory Method",,"25378573"
624,"624.3228","Shigella sonnei Bhutan-Shi-075","ciprofloxacin","Resistant",,,,,"Disk diffusion",,"E-test",,"EUCAST",,,,,"Laboratory Method",,"31645551"
1438717,"1438717.3","Klebsiella pneumoniae CHS 11","ciprofloxacin","Resistant",,,,,"Broth dilution",,,,,,,,,"Laboratory Method",,
28901,"28901.24594","Salmonella enterica IndS50","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"CLSI, EUCAST",2018,,,,"Laboratory Method",,"35861536"
470,"470.7607","Acinetobacter baumannii strain MRSN7115","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
573,"573.14308","Klebsiella pneumoniae KPN677ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
562,"562.22432","Escherichia coli O25:H4 strain ECO0005","ciprofloxacin","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,"28720578"
485,"485.16570","Neisseria gonorrhoeae AUSMDU00012972","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
573,"573.13579","Klebsiella pneumoniae KPN1675ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
287,"287.8494","Pseudomonas aeruginosa strain 185","ciprofloxacin","Resistant","15","=","15","mm","Disk diffusion",,"KB panel","BD","CLSI",,,,,"Laboratory Method",,
562,"562.42700","Escherichia coli strain 264","ciprofloxacin","Resistant","4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,
90370,"90370.3003","Salmonella enterica subsp. enterica serovar Typhi strain 343076_203125","ciprofloxacin","Resistant","0.25",,"0.25","mg/L","Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"30425150"
485,"485.14230","Neisseria gonorrhoeae AUSMDU00014893","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
584,"584.3309","Proteus mirabilis 014-E2-S01","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,"Hardy Diagnostics","CLSI",2015,,,,"Laboratory Method",,"31455657"
623,"623.1767","Shigella flexneri AUSMDU00009591","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
573,"573.13770","Klebsiella pneumoniae KPN1913ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.15667","Klebsiella pneumoniae strain K1061","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2014,,,,"Laboratory Method",,"26769896"
573,"573.62690","Klebsiella pneumoniae 20200203_MGL_10","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,"37549252"
485,"485.17732","Neisseria gonorrhoeae 12-013","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"EUCAST",,,,,"Laboratory Method",,"33785063"
470,"470.22910","Acinetobacter baumannii MGL_112","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,"37549252"
573,"573.13310","Klebsiella pneumoniae KPN134ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
1280,"1280.30086","Staphylococcus aureus strain HICF0523","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
72407,"72407.506","Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864849","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",2010,,,,"Laboratory Method",,"30787414"
573,"573.14350","Klebsiella pneumoniae KPN724ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.15648","Klebsiella pneumoniae strain K754","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2014,,,,"Laboratory Method",,"26769896"
1280,"1280.9304","Staphylococcus aureus CGH1_09","ciprofloxacin","Resistant",,,,,"Broth dilution",,"E-test","AB Biodisk","CLSI",,,,,"Laboratory Method",,"25903077"
573,"573.46836","Klebsiella pneumoniae KP-12PI","ciprofloxacin","Resistant",">1",">","1","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,
1280,"1280.9229","Staphylococcus aureus 041_08","ciprofloxacin","Resistant",,,,,"Broth dilution",,"E-test","AB Biodisk","CLSI",,,,,"Laboratory Method",,"25903077"
485,"485.13597","Neisseria gonorrhoeae AUSMDU00011591","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
573,"573.62719","Klebsiella pneumoniae 20200203_MGL_18","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,"37549252"
562,"562.23480","Escherichia coli O25:H4 strain ECO1045","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
546,"546.2133","Citrobacter freundii 20200317_MGL_40","ciprofloxacin","Resistant","8",,"8","mm","Disk diffusion",,,,,,,,,"Laboratory Method",,"37549252"
573,"573.15505","Klebsiella pneumoniae strain 10356_5#80","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"CLSI",2012,,,,"Laboratory Method",,"25712531"
562,"562.42832","Escherichia coli strain MUGSI_164","ciprofloxacin","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
470,"470.8089","Acinetobacter baumannii strain MRSN896","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
1280,"1280.30324","Staphylococcus aureus strain HICF0807","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
624,"624.2302","Shigella sonnei strain AUSMDU00008192","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
485,"485.14867","Neisseria gonorrhoeae AUSMDU00013044","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
90370,"90370.2749","Salmonella enterica subsp. enterica serovar Typhi strain 343076_204137","ciprofloxacin","Resistant","1",,"1","mg/L","Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"30425150"
624,"624.3437","Shigella sonnei 201407537","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,"31645551"
485,"485.17817","Neisseria gonorrhoeae LRRBGS_0106","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"EUCAST",,,,,"Laboratory Method",,"33785063"
485,"485.14070","Neisseria gonorrhoeae AUSMDU00014920","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
624,"624.3459","Shigella sonnei Sh sonnei_1414","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"EUCAST",,,,,"Laboratory Method",,"31645551"
485,"485.18525","Neisseria gonorrhoeae NGPT09016","ciprofloxacin","Resistant",,,,,,,,,"EUCAST",2019,,,,"Laboratory Method",,"33245688"
1773,"1773.18662","Mycobacterium tuberculosis ERR1034783","ciprofloxacin","Resistant",,,,,,,,,"WHO: Guidelines for Surveillance of Drug Resistance in Tuberculosis",2009,,,,"Laboratory Method",,"29358649"
624,"624.3421","Shigella sonnei H122840405","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,"31645551"
1280,"1280.9208","Staphylococcus aureus 018_09","ciprofloxacin","Resistant",,,,,"Broth dilution",,"E-test","AB Biodisk","CLSI",,,,,"Laboratory Method",,"25903077"
470,"470.7847","Acinetobacter baumannii strain MRSN7447","ciprofloxacin","Resistant","4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,
562,"562.57249","Escherichia coli strain 24742_1#207","ciprofloxacin","Resistant",,,,,"Broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
1280,"1280.51818","Staphylococcus aureus 15-00574","ciprofloxacin","Resistant",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"28961857"
1438749,"1438749.3","Klebsiella pneumoniae CHS 43","ciprofloxacin","Resistant",,,,,"Broth dilution",,,,,,,,,"Laboratory Method",,
573,"573.46833","Klebsiella pneumoniae KP-11PI","ciprofloxacin","Resistant",">1",">","1","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,
287,"287.12836","Pseudomonas aeruginosa strain CH5052","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"32048461"
1280,"1280.30401","Staphylococcus aureus strain HICF0891","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
624,"624.3189","Shigella sonnei Bhutan-Shi-017","ciprofloxacin","Resistant",,,,,"Disk diffusion",,"E-test",,"EUCAST",,,,,"Laboratory Method",,"31645551"
573,"573.15726","Klebsiella pneumoniae strain K1518","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2014,,,,"Laboratory Method",,"26769896"
90370,"90370.3349","Salmonella enterica subsp. enterica serovar Typhi strain Ind082356_2008","ciprofloxacin","Resistant","32",,"32","mg/L","Disk diffusion",,"E-test","BioMerieux","CLSI",2012,,,,"Laboratory Method",,"26974227"
192955,"192955.399","Salmonella enterica subsp. enterica serovar Kentucky strain 05-1016","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,"Bio-Rad","EUCAST",2014,,,,"Laboratory Method",,"31107206"
562,"562.22531","Escherichia coli O9:H10 strain ECO0106","ciprofloxacin","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,"28720578"
573,"573.66188","Klebsiella pneumoniae KP_NORM_BLD_2015_115730","ciprofloxacin","Resistant",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"34935048"
573,"573.14224","Klebsiella pneumoniae KPN542ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.66935","Klebsiella pneumoniae KP_NORM_BLD_2015_115991","ciprofloxacin","Resistant",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"34935048"
546,"546.451","Citrobacter freundii strain AR_0116","ciprofloxacin","Resistant",">8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
485,"485.15536","Neisseria gonorrhoeae AUSMDU00010848","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
573,"573.13182","Klebsiella pneumoniae KPN1190ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
90370,"90370.2736","Salmonella enterica subsp. enterica serovar Typhi strain 311189_287186","ciprofloxacin","Resistant","0.25",,"0.25","mg/L","Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"30425150"
573,"573.13940","Klebsiella pneumoniae KPN2129ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
28901,"28901.10147","Salmonella enterica strain 14085183","ciprofloxacin","Resistant","0.12",,"0.12","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,"29951045"
562,"562.42827","Escherichia coli strain MUGSI_147","ciprofloxacin","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
485,"485.18718","Neisseria gonorrhoeae NGPT17422","ciprofloxacin","Resistant",,,,,,,,,"EUCAST",2019,,,,"Laboratory Method",,"33245688"
1280,"1280.30059","Staphylococcus aureus strain HICF0504","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
1280,"1280.51865","Staphylococcus aureus 09-01199","ciprofloxacin","Resistant",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
485,"485.7825","Neisseria gonorrhoeae strain AUSMDU00007034","ciprofloxacin","Resistant","0.030",,"0.030","mg/L","Agar dilution",,,,"clsi",2016,,,,"Laboratory Method",,"29182725"
624,"624.3361","Shigella sonnei H113200373","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,"31645551"
1463164,"1463164.19","Klebsiella quasipneumoniae subsp. similipneumoniae strain 3189STDY5864940","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",2010,,,,"Laboratory Method",,"30787414"
485,"485.17845","Neisseria gonorrhoeae ERR388389","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"EUCAST",,,,,"Laboratory Method",,"33785063"
485,"485.14404","Neisseria gonorrhoeae AUSMDU00012568","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
573,"573.14432","Klebsiella pneumoniae KPN837ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
470,"470.6196","Acinetobacter baumannii strain AB_156","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"CLSI",2016,,,,"Laboratory Method",,
573,"573.14507","Klebsiella pneumoniae KPN939ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.14241","Klebsiella pneumoniae KPN566ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
562,"562.42806","Escherichia coli strain M47","ciprofloxacin","Resistant","4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,
470,"470.7581","Acinetobacter baumannii strain MRSN3547","ciprofloxacin","Resistant","4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,
485,"485.18449","Neisseria gonorrhoeae NGPT13085","ciprofloxacin","Resistant",,,,,,,,,"EUCAST",2019,,,,"Laboratory Method",,"33245688"
470,"470.7718","Acinetobacter baumannii strain MRSN7271","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
485,"485.14514","Neisseria gonorrhoeae AUSMDU00013361","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
1284822,"1284822.3","Klebsiella pneumoniae UHKPC32","ciprofloxacin","Resistant",">2",">","2",,,,,,,,,,,"Laboratory Method",,
573,"573.29872","Klebsiella pneumoniae strain Kpngiani7132566","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
573,"573.13601","Klebsiella pneumoniae KPN1698ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
470,"470.7654","Acinetobacter baumannii strain MRSN7171","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
485,"485.7712","Neisseria gonorrhoeae strain AUSMDU00004498","ciprofloxacin","Resistant","0.030",,"0.030","mg/L","Agar dilution",,,,"clsi",2016,,,,"Laboratory Method",,"29182725"
573,"573.14342","Klebsiella pneumoniae KPN716ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
485,"485.12874","Neisseria gonorrhoeae AUSMDU00011345","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
470,"470.7822","Acinetobacter baumannii strain MRSN7407","ciprofloxacin","Resistant","4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,
624,"624.3455","Shigella sonnei Sh sonnei_1374","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"EUCAST",,,,,"Laboratory Method",,"31645551"
562,"562.97065","Escherichia coli VREC1185","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"34485958"
573,"573.14513","Klebsiella pneumoniae KPN945ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13330","Klebsiella pneumoniae KPN1380ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.14279","Klebsiella pneumoniae KPN612ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
624,"624.1898","Shigella sonnei strain 186559","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
1280,"1280.16858","Staphylococcus aureus strain AL048","ciprofloxacin","Resistant",,,,,"Agar dilution",,,"Oxoid","EUCAST",2017,,,,"Laboratory Method",,"29377579"
470,"470.16200","Acinetobacter baumannii BAL_064","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,"Unipath","CLSI",2011,,,,"Laboratory Method",,"28348846"
582,"582.136","Morganella morganii strain AR_0057","ciprofloxacin","Resistant",">8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
470,"470.7864","Acinetobacter baumannii strain MRSN7471","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
90371,"90371.3923","Salmonella enterica subsp. enterica serovar Typhimurium strain H133060374","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"used breakpoint concentrations set in this publication",,,,,"Laboratory Method",,"25713745"
1280,"1280.51820","Staphylococcus aureus 16-02597","ciprofloxacin","Resistant",,,,,"Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"33658988"
1402507,"1402507.3","Pseudomonas aeruginosa BWHPSA007","ciprofloxacin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,
1402503,"1402503.3","Pseudomonas aeruginosa BWHPSA003","ciprofloxacin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,
287,"287.8514","Pseudomonas aeruginosa strain FDA-CDC-AR_0234","ciprofloxacin","Resistant","4","=","4","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
470,"470.1564","Acinetobacter baumannii strain MRSN6269","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,"23812239"
1280,"1280.30039","Staphylococcus aureus strain HICF0467","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
573,"573.15499","Klebsiella pneumoniae strain 10315_6#95","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"CLSI",2012,,,,"Laboratory Method",,"25712531"
287,"287.8507","Pseudomonas aeruginosa strain 63","ciprofloxacin","Resistant","6","=","6","mm","Disk diffusion",,"KB panel","BD","CLSI",,,,,"Laboratory Method",,
43770,"43770.1032","Corynebacterium striatum strain ICDC.Cs425","ciprofloxacin","Resistant",,,,,"Broth dilution",,,,"CLSI",2016,,,,"Laboratory Method",,"31315959"
1438750,"1438750.3","Klebsiella pneumoniae CHS 44","ciprofloxacin","Resistant",,,,,"Broth dilution",,,,,,,,,"Laboratory Method",,
571,"571.445","Klebsiella oxytoca strain 474","ciprofloxacin","Resistant","1","=","1","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,
90370,"90370.2926","Salmonella enterica subsp. enterica serovar Typhi strain 311189_208103","ciprofloxacin","Resistant","0.25",,"0.25","mg/L","Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"30425150"
