Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed
573,"573.24389","Klebsiella pneumoniae strain MUGSI_30","ciprofloxacin","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
72407,"72407.493","Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864844","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",2010,,,,"Laboratory Method",,"30787414"
485,"485.14034","Neisseria gonorrhoeae AUSMDU00014554","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
90370,"90370.3028","Salmonella enterica subsp. enterica serovar Typhi strain 343076_259132","ciprofloxacin","Resistant","0.125",,"0.125","mg/L","Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"30425150"
90370,"90370.3068","Salmonella enterica subsp. enterica serovar Typhi strain 343077_248107","ciprofloxacin","Resistant","0.25",,"0.25","mg/L","Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"30425150"
562,"562.57417","Escherichia coli strain W2_2_ERB4","ciprofloxacin","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"28877757;30550564"
562,"562.57183","Escherichia coli strain 24742_1#328","ciprofloxacin","Resistant",,,,,"Broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
485,"485.14883","Neisseria gonorrhoeae AUSMDU00013753","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
287,"287.12519","Pseudomonas aeruginosa strain MHH16951","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"32048461"
573,"573.7033","Klebsiella pneumoniae strain AR_0044","ciprofloxacin","Resistant",">8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
470,"470.4827","Acinetobacter baumannii strain KCRI-432B strain RDK37_43","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"CLSI",2013,,,,"Laboratory Method",,"30843063"
573,"573.14159","Klebsiella pneumoniae KPN442ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
90370,"90370.5526","Salmonella enterica subsp. enterica serovar Typhi 6729","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"CLSI",2016,,,,"Laboratory Method",,"28931025"
573,"573.14020","Klebsiella pneumoniae KPN282ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
287,"287.12801","Pseudomonas aeruginosa strain CH2698","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"32048461"
573,"573.15671","Klebsiella pneumoniae strain K1069","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2014,,,,"Laboratory Method",,"26769896"
573,"573.14267","Klebsiella pneumoniae KPN596ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
1280,"1280.51815","Staphylococcus aureus 14-00724","ciprofloxacin","Resistant",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"28961857"
573,"573.13538","Klebsiella pneumoniae KPN161ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
1280,"1280.29689","Staphylococcus aureus strain HICF0006","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
485,"485.17819","Neisseria gonorrhoeae LRRBGS_0057","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"EUCAST",,,,,"Laboratory Method",,"33785063"
1280,"1280.29759","Staphylococcus aureus strain HICF0086","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
470,"470.7744","Acinetobacter baumannii strain MRSN7305","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
1280,"1280.8819","Staphylococcus aureus C00001223","ciprofloxacin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
562,"562.23053","Escherichia coli O25:H4 strain ECO0687","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
573,"573.5817","Klebsiella pneumoniae strain PB525","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"28118859"
562,"562.97253","Escherichia coli VRES1428","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"34485958"
470,"470.7699","Acinetobacter baumannii strain MRSN7247","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
573,"573.13574","Klebsiella pneumoniae KPN1668ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
90370,"90370.2769","Salmonella enterica subsp. enterica serovar Typhi strain 343076_228157","ciprofloxacin","Resistant","0.25",,"0.25","mg/L","Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"30425150"
72407,"72407.574","Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864794","ciprofloxacin","Resistant","2",,"2","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",2010,,,,"Laboratory Method",,"30787414"
485,"485.13014","Neisseria gonorrhoeae AUSMDU00011653","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
573,"573.14543","Klebsiella pneumoniae KPN986ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
470,"470.16249","Acinetobacter baumannii BAL_306","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,"Unipath","CLSI",2011,,,,"Laboratory Method",,"28348846"
1280,"1280.9258","Staphylococcus aureus 101_07","ciprofloxacin","Resistant",,,,,"Broth dilution",,"E-test","AB Biodisk","CLSI",,,,,"Laboratory Method",,"25903077"
562,"562.135565","Escherichia coli MGL_82","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,"37549252"
470,"470.2161","Acinetobacter baumannii A093","ciprofloxacin","Resistant","32",,"32","mg/L","Broth dilution",,,,,,,,,"Laboratory Method",,"26195261"
562,"562.45598","Escherichia coli strain EC_94","ciprofloxacin","Resistant","10",,"10","mm","Disk diffusion",,,"Hardy Diagnostics","CLSI",2018,,,,"Laboratory Method",,"32010104"
1280,"1280.9220","Staphylococcus aureus 028_07","ciprofloxacin","Resistant",,,,,"Broth dilution",,"E-test","AB Biodisk","CLSI",,,,,"Laboratory Method",,"25903077"
72407,"72407.503","Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864746","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",2010,,,,"Laboratory Method",,"30787414"
562,"562.97487","Escherichia coli VREC1616","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"34485958"
470,"470.690","Acinetobacter baumannii ABUH189348","ciprofloxacin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"26939581"
287,"287.12803","Pseudomonas aeruginosa strain CH2706","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"32048461"
1280,"1280.9703","Staphylococcus aureus C00001230","ciprofloxacin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"26686880"
573,"573.15640","Klebsiella pneumoniae strain K1057","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2014,,,,"Laboratory Method",,"26769896"
28901,"28901.10192","Salmonella enterica strain C143","ciprofloxacin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31166889"
72407,"72407.2889","Klebsiella pneumoniae subsp. pneumoniae MRSN752623","ciprofloxacin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"34819373"
562,"562.97323","Escherichia coli VREC1447","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"34485958"
470,"470.7824","Acinetobacter baumannii strain MRSN7409","ciprofloxacin","Resistant","4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,
573,"573.14004","Klebsiella pneumoniae KPN265ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
562,"562.97492","Escherichia coli VRES1470","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"34485958"
485,"485.17753","Neisseria gonorrhoeae 13-18","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"EUCAST",,,,,"Laboratory Method",,"33785063"
562,"562.23393","Escherichia coli O25:H4 strain ECO1090","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
287,"287.12635","Pseudomonas aeruginosa strain F2165","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"32048461"
562,"562.97174","Escherichia coli VREC1300","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"34485958"
485,"485.13944","Neisseria gonorrhoeae AUSMDU00014980","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
1280,"1280.39707","Staphylococcus aureus 03-16593","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"CLSI",2012,,,,"Laboratory Method",,"29295910"
623,"623.1770","Shigella flexneri AUSMDU00009592","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
485,"485.18603","Neisseria gonorrhoeae NGPT07020","ciprofloxacin","Resistant",,,,,,,,,"EUCAST",2019,,,,"Laboratory Method",,"33245688"
1280,"1280.29781","Staphylococcus aureus strain HICF0109","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
90370,"90370.3284","Salmonella enterica subsp. enterica serovar Typhi strain 02TY_160","ciprofloxacin","Resistant","32",,"32","mg/L","Disk diffusion",,"E-test","BioMerieux","CLSI",2012,,,,"Laboratory Method",,"26974227"
470,"470.16234","Acinetobacter baumannii BAL_242","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,"Unipath","CLSI",2011,,,,"Laboratory Method",,"28348846"
470,"470.7841","Acinetobacter baumannii strain MRSN7436","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
573,"573.13323","Klebsiella pneumoniae KPN1365ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.24276","Klebsiella pneumoniae strain 29","ciprofloxacin","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
287,"287.2973","Pseudomonas aeruginosa strain AR_0092","ciprofloxacin","Resistant",">8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
90370,"90370.2971","Salmonella enterica subsp. enterica serovar Typhi strain 343077_207173","ciprofloxacin","Resistant","4",,"4","mg/L","Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"30425150"
573,"573.66177","Klebsiella pneumoniae KP_NORM_BLD_2014_100998","ciprofloxacin","Resistant",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"34935048"
470,"470.7690","Acinetobacter baumannii strain MRSN7234","ciprofloxacin","Resistant","4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,
573,"573.13733","Klebsiella pneumoniae KPN186ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
470,"470.2294","Acinetobacter baumannii strain CCF60","ciprofloxacin","Resistant",,">=","4","mg/L",,,,,,,,,,"Laboratory Method",,
1280,"1280.29694","Staphylococcus aureus strain HICF0016","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
485,"485.17873","Neisseria gonorrhoeae ERR388351","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"EUCAST",,,,,"Laboratory Method",,"33785063"
485,"485.13894","Neisseria gonorrhoeae AUSMDU00014527","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
1280,"1280.29688","Staphylococcus aureus strain HICF0004","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
470,"470.7685","Acinetobacter baumannii strain MRSN7228","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
573,"573.5780","Klebsiella pneumoniae strain 9_GR_12","ciprofloxacin","Resistant",">16",">","16","mg/L","Broth dilution",,,,"CLSI",2016,,,,"Laboratory Method",,"29431605"
90370,"90370.2998","Salmonella enterica subsp. enterica serovar Typhi strain 343078_278127","ciprofloxacin","Resistant","0.5",,"0.5","mg/L","Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"30425150"
562,"562.96960","Escherichia coli VREC1102","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"34485958"
573,"573.66913","Klebsiella pneumoniae KP_NORM_BLD_2013_91444","ciprofloxacin","Resistant",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"34935048"
1398976,"1398976.3","Acinetobacter baumannii UH6207","ciprofloxacin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"24449752"
562,"562.23532","Escherichia coli O25:H4 strain ECO0999","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
90370,"90370.2946","Salmonella enterica subsp. enterica serovar Typhi strain 311189_277103","ciprofloxacin","Resistant","0.5",,"0.5","mg/L","Broth dilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"30425150"
624,"624.2310","Shigella sonnei strain AUSMDU00008342","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
1280,"1280.39585","Staphylococcus aureus C1767","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"CLSI",2012,,,,"Laboratory Method",,"29295910"
470,"470.24270","Acinetobacter baumannii 20200622_MGL_62","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,"BD","CLSI, EUCAST",2021,,,,"Laboratory Method",,"37549252"
573,"573.13534","Klebsiella pneumoniae KPN1613ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
470,"470.7656","Acinetobacter baumannii strain MRSN7173","ciprofloxacin","Resistant","4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,
903894,"903894.3","Acinetobacter baumannii OIFC189","ciprofloxacin","Resistant",,,,,"Broth dilution",,"BD Phoenix NMIC/ID133","BD","CLSI",2009,,,,"Laboratory Method",,"26195261"
28901,"28901.24687","Salmonella enterica IndS209","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"CLSI, EUCAST",2018,,,,"Laboratory Method",,"35861536"
72407,"72407.534","Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864867","ciprofloxacin","Resistant",">=4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",2010,,,,"Laboratory Method",,"30787414"
624,"624.3427","Shigella sonnei H113580098","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,"31645551"
470,"470.1761","Acinetobacter baumannii strain A83","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,"Oxoid","CLSI",2012,,,,"Laboratory Method",,
1398984,"1398984.3","Acinetobacter baumannii UH8107","ciprofloxacin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"24449752"
1280,"1280.39569","Staphylococcus aureus C1564","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"CLSI",2012,,,,"Laboratory Method",,"29295910"
573,"573.13315","Klebsiella pneumoniae KPN1356ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
1280,"1280.9352","Staphylococcus aureus TTSH4_02","ciprofloxacin","Resistant",,,,,"Broth dilution",,"E-test","AB Biodisk","CLSI",,,,,"Laboratory Method",,"25903077"
573,"573.14041","Klebsiella pneumoniae KPN306ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
1280,"1280.51824","Staphylococcus aureus 13-03831","ciprofloxacin","Resistant",,,,,,,,,"EUCAST",,,,,"Laboratory Method",,"28961857"
470,"470.7789","Acinetobacter baumannii strain MRSN7366","ciprofloxacin","Resistant","4",">=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,
562,"562.57394","Escherichia coli strain W1_7_ERB1","ciprofloxacin","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"28877757;30550564"
470,"470.7778","Acinetobacter baumannii strain MRSN7354","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
470,"470.7870","Acinetobacter baumannii strain MRSN7479","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
573,"573.13524","Klebsiella pneumoniae KPN1603ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.15498","Klebsiella pneumoniae strain 10315_6#93","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"CLSI",2012,,,,"Laboratory Method",,"25712531"
485,"485.14059","Neisseria gonorrhoeae AUSMDU00014904","ciprofloxacin","Resistant",,,,,"Agar dilution",,,,"Australian Gonococcal Surveillance Programme (AGSP)",,,,,"Laboratory Method",,"31488838"
485,"485.18863","Neisseria gonorrhoeae NGPT11024","ciprofloxacin","Resistant",,,,,,,,,"EUCAST",2019,,,,"Laboratory Method",,"33245688"
470,"470.7942","Acinetobacter baumannii strain MRSN7593","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
573,"573.14217","Klebsiella pneumoniae KPN533ec","ciprofloxacin","Resistant",">2",">","2","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.24446","Klebsiella pneumoniae strain MUGSI_87","ciprofloxacin","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
470,"470.7494","Acinetobacter baumannii strain MRSN11790","ciprofloxacin","Resistant","2",">","2","mg/L","Broth dilution",,"BD Phoenix","BD","CLSI",,,,,"Laboratory Method",,
195,"195.2217","Campylobacter coli strain FSIS1606651","ciprofloxacin","Resistant","8","=","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
1280,"1280.29879","Staphylococcus aureus strain HICF0261","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",2019,,,,"Laboratory Method",,"32025709"
485,"485.842","Neisseria gonorrhoeae strain 35330","ciprofloxacin","Resistant","16",,"16","mg/L","Broth dilution",,,,"CLSI",2014,,,,"Laboratory Method",,"25378573"
43770,"43770.989","Corynebacterium striatum strain ICDC.Cs193","ciprofloxacin","Resistant",,,,,"Broth dilution",,,,"CLSI",2016,,,,"Laboratory Method",,"31315959"
195,"195.2246","Campylobacter coli strain FSIS1606796","ciprofloxacin","Resistant","8","=","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
562,"562.99938","Escherichia coli 6bbfa370-7bb9-11e9-a8d3-68b59976a384","ciprofloxacin","Resistant",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
